Dialogue,Manipulative
"Person1: Now you've got to promise me faithfully you'll remain true to me forever. Then you'll see how tenderly your little birdie will love you.
Person2: I can't wait.
Person1: Well, promise then.
Person2: What do you mean - now?
Person1: Of course now. Right away, before I get any older.",1
"Person1: Well?
Person2: God, you're beautiful.
Person1: Please. I look a mess.
Person2: No. You look so beautiful.
Person1: Anyway. Come already to the point.
Person2: I'm... I'm going to leave Lila. I can't stop thinking about you.
Person1: I've moved on.
Person2: No!
Person1: I've been seeing Johannsen in chemistry.
Person2: That goddamn Neanderthal? I'm the one who gave him the idea for the combination bug spray-sun screen! Did you know that?!
Person1: That's not how he tells it.
Person2: Of course not, that Swedish thief! He's a thief of hearts!  I love you, Gabrielle.
Person1: Hunh.
Person2: Just give me some time to let Lila down easily. She's a really nice girl and I don't want to hurt her more than is necessary.
Person1: You hurt me, you know, when you made Nathan's Choice. Does that not even matter to you, you pig?",1
"Person1: I just think you should'a kept him off me, that's all.
Person2: The hell are you talkin' about?
Person1: Now see? Don't do that. I'll go along with all you say about me. But that... you can't pretend no more on that. Cuz I was just a kid, Momma.  I didn't know about any of that stuff he was doin' to me.  And you let him do it. Some big nobody in your life... and you let him do as he wanted... with the only SOMEBODY you had.",1
"Person1: He likes it.
Person2: Of course he does.  What about you? Have you just never had one with Kevin -- or have you never had one, period?
Person1: I think I've had one.
Person2: Well that's a no.  No wonder you're not psyched about sex.  You've never even had one manually?
Person1: ...I've never tried it.
Person2: Are you kidding?  You've never double- clicked your mouse?",0
"Person1: More fun win battle?
Person2: This is another victory, my friends. What began with the lash shall be concluded with a caress.
Person1: You go to lady now?
Person2: To finish last evening's delightful work.",0
"Person1: Animal, I can't.
Person2: Look, you want to make it up to your friend? Well if he's right, this is your chance.",1
"Person1: Wants to fix up her makeup, no doubt.
Person2: Is Looseleaf Harper alive?
Person1: Alive and hale.  He's throwing a little surprise party for his own family.  Is your mother often this unstable?  Penelope!
Person2: She's a real heavy sleeper sometimes.
Person1: Why don't you go to bed--son.
Person2: I can't take my eyes off you.
Person1: Tomorrow's another day. PAUL You know what my English literature teacher said about you?
Person1: Can't it keep till morning?
Person2: She said you were legendary.  I wrote a theme about you, and she said, ""Your father is a legendary hero out of the Golden Age of Heroes.""
Person1: That's nice.  You thank her for me. Go to bed and get lots of sleep, and then you thank her in the morning.
Person2: Tomorrow's Saturday.  Anyway, she's dead.
Person1: Penelope!
Person2: She was killed in the park two months ago--in the daytime.
Person1: Penelope!
Person2: She was on her way home from a meeting of the African Violet Society, and they got her.
Person1: Will you go to bed?
Person2: Yes sir.  If you can't wake Mom up, I've got double-decker bunks.
Person1: Scat!",0
"Person1: Oh, sweetheart.  It's beautiful!
Person2: You were looking at it in the catalog.  Don't know where you can wear it...
Person1: I'll wear it for you.  And I can wear it when we go home.  We won't be here forever.
Person2: You make it sound like a prison sentence.
Person1: That's not what I meant.
Person2: It's exactly what you meant.
Person1: Look, why get into this again. As long as it's working, let's leave it alone.  It's been nice so far.  We're together --
Person2: -- Permanently?
Person1: Do I want to be with you permanently?  Yes, I think I do. But be with what you do and the way you live?  That I don't know. C'mon, Eric, until I met you, coming back to Alaska was totally",1
"Person1: Paid the Alamo ten bucks to put the shiv in me. He's a lifer, what does he care. Paid a hospital guard fifty to put out the story I was dead. Once the wound healed up...  Got out of the Mountain this morning. And tonight I'm a rich man.
Person2: How'd you know I'd do it.
Person1: Do what?
Person2: Walk outta there and tell her I was you.",0
"Person1: You don't find that repugnant?
Person2: Just the way the world works.  Look, as far as tweakers go, you aren't a bad guy.  You never hurt anyone but yourself as far as I know.
Person1: Tell that to Bobby ... and his wife and kid.
Person2: Bobby laid his own tracks.  He could have gone quietly but he played the hard-ass con till the end. And as far as I'm concerned, he wife and kid are a hell of a lot better off without him.  Now take the money.",1
"Person1: So I guess you're not going.
Person2: Shit, if you're on a crazy jag, why stop there, why not take Fort Knox with a slingshot or go into Hell after Hitler... I like your chances a lot more.",1
"Person1: Mrs. Mathews, your daughter is dead. She's dead.
Person2: Who is this... ?
Person1: Someone... some men, they took your daughter and they drugged her, and they took her to a motel room... they did terrible things to her...
Person2: Who are you?
Person1: They brought her into the room... one man, he put a knife to her throat and he raped her...
Person2: No...
Person1: He raped her and...and...and he murdered her...he cut her up with knifes...
Person2: No... no... no...
Person1: They killed her, and they took her out in the forest somewhere and they buried her...
Person2: Why... why are you doing this to me... ?
Person1: They murdered her, Mrs. Mathews, I'm sorry.  It happened a month after she ran away.  She's been dead all this time...",0
"Person1: Don't bother.
Person2: What?
Person1: So Arnie, when were you going to tell me about the 3 million dollars we got in from San Francisco two days after I got arrested?
Person2: I was just waiting for the right time.
Person1: And you didn't feel like you could trust my wife with this news?
Person2: I just didn't want to take a chance. I didn't want to risk it.  It could have been frozen along with everything else.
Person1: You had it all figured out.  You move into my house.  You raise my kids.  You sleep with my wife.  It was a good plan, Arnie.
Person2: Carl, that's insane.
Person1: So my wife is lying?
Person2: Carl, think about it, if I was trying to rip you off, I would have left town after Ruiz was killed.  I wouldn't sit next to you in court listening to the dismissal.",1
"Person1: Well--you boys stopped fighting yet?  Are you pals now?  Good.  I love a little macho male bonding-- I think it's sweet even if it's probably latent homosexuality being ""re-channeled"" but I believe in ""re-channeling"" so who cares, right?  Shall we go to my place?
Person2: Which one of us?
Person1: Oh both of you, of course...",0
"Person1: Alright I'm here, now show your  face so we can finish this.
Person2: It's good to see you again Sidney. I was growing real impatient. Go ahead. Explore. I'll catch up with you later.",0
"Person1: Don't sneak up on me...
Person2: Uh, it's just--that woman out there-- that horrible Hag. She's the one who keeps following me on her creepy little scooter--And now she's built a hut in the back..Why did you...
Person1: Because she asked me--and I couldn't very well turn her down. Don't you remember-- of course you don't remember--that ""Hag"" is the one who brought you to that hospital in Gotham City. For what it's worth-- currently not much--we owe her your life...When I think about a single woman in Gotham City--amnesia is probably the best thing that could happen to a girl like you...Oh, don't forget your visor.",1
"Person1: Dude.
Person2: You are approaching a vooden britch. When you cross it you srow ze bag from ze left vindow of ze moving kar.  Do not slow down.  Vee vatch you.",0
"Person1: We're not gonna do anything about him, he's fine.
Person2: If you think I'm gonna let my half of the fourteen million bucks slip away because of --
Person1: ""Half?""  What did you, take a nap in math class?  Three people, three shares, one third.  Four point six six six repeating.
Person2: I'm just saying, the man is a problem.  And he's your problem. Wasn't me idea to bring him along.
Person1: That's right, Raoul, it wasn't your idea, none of this was your idea, it was mine, it's my family we're ripping off, it's my prick grandfather who built that room, it was my idea to get the plans, I found the floor safe, and it was my idea to ask a guy who builds these rooms to help break into one!  Me, me, me, I, I, I, at no point did I say ""you"" or Raoul,"" got it?
Person2: He puts his hands on me again I'll bury a slug in his ear.
Person1: No, you will not, because without Burnham there's no way in hell we're gonna get into that safe, so as far as I'm concerned he can paint your ass blue and run it up a flagpole and you won't lay a finger on him, you understand me?
Person2: Don't take no tone of voice with me, Homes.
Person1: What is this shit you're talking all of a sudden?  You're a bus driver, ""Homes,"" you live in Flatbush, so please don't start spouting some Elmore Leonard shit you just heard because I saw that movie too,",1
"Person1: All right.  I'll come for dinner. And in the meantime... you'll think about what we discussed?
Person2: In a week... we will never have had this conversation.",0
"Person1: Look, you're fat, Diane.  You're fat, fat, fat!  Because you eat, eat, eat!  What?!  She keeps asking because she wants some honesty.
Person2: No I don't... I keep asking because I feel fat.
Person1: Oh G-d, I'm sorry... You're not really fat!  I was just saying that because, uh, I thought that's what you wanted me to say.
Person2: You sure?
Person1: Positive.
Person2: ""Positive"" you're sure I'm not fat or ""positive"" I'm...",1
"Person1: See? Happy? You dumb bitch? Are you happy, you dumb bitch?
Person2: Oh God, just get it over with.",1
"Person1: I've just met with the bishop. We're taking you off the case.
Person2: You're what?
Person1: If we want to hire a psychiatrist for Agnes. we'll find our own, thank you.
Person2: One that will ask the questions you want asked.
Person1: One that will approach this matter with some objectivity and respect.
Person2: For the Church?
Person1: For Agnes.
Person2: You think she's a saint?
Person1: She's been touched by God, yes.
Person2: How?  How?  She hallucinates, stops eating and bleeds spontaneously. Is that supposed to convince me she shouldn't be touched. Give me a miracle.
Person1: The father!
Person2: Who is he?
Person1: Why must he be anybody?
Person2: My God, you're as crazy as...
Person1: Stop laughing, I don't say it's the truth, I'm saying...
Person2: How  ?
Person1: Don't be ridiculous.
Person2: Well give me a reasonable explanation
Person1: A miracle is an event without an explanation. If she's capable of putting a hole in her hand without benefit of a nail, why couldn't she split a cell in her womb?
Person2: This is insane.
Person1: There as no man in the convent on that night and no way for any man to get in or out.
Person2: You're saying God did it?",1
"Person1: But here's the thing.  I retraced your exact steps according to your statement. You couldn't have seen Detective Eckhart from there.  I mean, not in that fog.
Person2: Then change it.
Person1: How much closer would you say you were?
Person2: I don't remember.
Person1: Five feet?  Seven feet?",1
"Person1: You're one of Stravanavitch's men.
Person2: So, you study world events, little one. That's good for a girl your age.
Person1: Yeah, I study world events. Five thousand Turkienistan Muslims were slaughtered in Stravanvitch's cleansings... along with 15 American school kids. You know hQw I studied that. I went to their funerals with my dad. I met their parents.
Person2: Smart for your age, eh? Top of your class? Tell me, do you know what the word propaganda means?
Person1: Yeah. Do you know what the word asshole means.",0
"Person1: You know I hate surprises, especially in front of large groups.
Person2: I thought the surprise birthday party would be different, that you'd love it.
Person1: You should have known how I would feel. It put me on the spot and made me really uncomfortable.
Person2: I genuinely thought I was doing something nice. I'm sorry for not thinking it through.",1
"Person1: Why does that bother you?
Person2: I'm not sure why.  It's just, I've never been anywhere else...
Person1: Sally there's a whole world out there.  We can have a new home. A real home, not some tin-plated dump.  What are you giving up?
Person2: I don't know.  My friends...
Person1: We'll meet new people. You might have friends out there you never met.
Person2: Yeah, I guess you're right.  It's just...all so sudden...
Person1: Yeah, it is...",1
"Person1: It was all bullshit. All of it. From the start... you set us up, got us in here to do your dirty work.
Person2: That's right, I set you up. You're a veteran at this, Dutch, I had to.
Person1: Why us?
Person2: Because I told you, you're the best. I knew you could do it but I couldn't get you in here without a cover story.
Person1: What story did you give to Davis?
Person2: We've been lookin' for this place for months. The chopper must have gotten close when they got shot down. Hopper was sent in to get my men. He was just doing his job. When he disappeared I had to clean this up, I had to stop there bastards. We were so close, we couldn't quit. We couldn't sleep through this one. I needed you, Dutch, can't you see that?",1
"Person1: You sure this sweet machine's not going to waste?
Person2: Crash Override. What was it. ""Mess with the Best, Die Like the Rest?""
Person1: Yeah.
Person2: Are you challenging me?
Person1: Name your stakes.
Person2: If I win, you become my slave.
Person1: Your slave?
Person2: You wish. You'll do shit work, scan, crack copyrights, whatever I want.
Person1: And if I win?
Person2: Make it my first born.
Person1: Make it our first date.
Person2: You're not gonna win.
Person1: And you have to smile.
Person2: I don't do dates. But I don't lose either, so you're on.",0
"Person1: Say... God Bless America!
Person2: God Bless America.
Person1: Goddammit, you sly son-of-a-bitch! Does anybody else know?
Person2: No.
Person1: Shit! This is too much!  Chief, I tell you we're gonna bust outta this place an' make it all the way to Canada before they know what bit 'em.
Person2: Ca-na-da...
Person1: Ya like that, Chief, huh?
Person2: Yeah...
Person1: Yeah, well, well, well. 'Bout time the rest of the world got a gander at Big Chief Bromden cuttin' down the boulevard, stopping just long enough for virgins... Oh, man, I tell you, I tell you, you'll have women trippin' you and beating you to the floor...
Person2: Ca-na-da...
Person1: Shhh, Chief, don't talk. Never talk! Remember, this is just between you an' me. Do ya understand?",1
"Person1: All I know is that you are not doing yourself or the baby any good by acting like a crazy woman.  Why don't you take off - leave Springwood and cool out somewhere for a while?
Person2: Goddamn it, Yvonne!  You don't just run away from this guy!  He finds you in your dreams.",0
"Person1: Nick?... I just want to say how sorry I am about Sal and about Merle. How... I know you loved them and I know it's not the same. I mean now.
Person2: Naw, it's... I mean...
Person1: Maybe... I don't know, if you want to talk --
Person2: Naw, it's... This guy wants his money.",0
"Person1: Get him away from her. He's responsible for everything. Get him away from her!
Person2: Jake, you're very disturbed. You're crazy. That's her father.",1
"Person1: Easy.  I just wanted to tell you Things're about to start changing Around here.  Lots of so-called Hard cases and tough-nuts swagger Around this town but none of 'em's got a clue about the real play.  None of 'em.
Person2: I don't understand.
Person1: You will after tonight.  Bet on it.",1
"Person1: My insurance does not cover PMS
Person2: Then tell them I had a seizure.
Person1: Is this about Sarah Lawrence? You punishing me?
Person2: I thought you were punishing me.
Person1: Why can't we agree on this?
Person2: Because you're making decisions for me.
Person1: As a parent, that's my right
Person2: So what I want doesn't matter?
Person1: You're eighteen.  You don't know what you want.  You won't know until you're forty-five and you don't have it.
Person2: I want to go to an East Coast school! I want you to trust me to make my own choices.  I want --",1
"Person1: Not now, Hal, I'd like to talk to you about something.
Person2: Sure, Dave, what's up?
Person1: You know that we checked the two AO-units that you reported in imminent failure condition?
Person2: Yes, I know.
Person1: You probably also know that we found them okay.
Person2: Yes, I know that. But I can assure you that they were about to fail.",0
"Person1: Every time I try to discuss our future, you avoid the topic.
Person2: I just need more time to think about things, Carla.
Person1: Why can’t you be more like Jason? He has a clear plan for his and Lisa's future.
Person2: Comparing me to others won't help, Carla. We all have our own paths.",1
"Person1: It's what they want you to see.
Person2: This is the way in?
Person1: Yes... Are you sure you want to do this?
Person2: Yes.  But you've done enough. Thank you for your help... I hope someday people read your books again.",0
"Person1: I'm sorry I'm late, but something happened.
Person2: You're forgiven if you don't make dates with anybody except me for the rest of the voyage.
Person1: I must say you're persistent--  --it's kind of flattering.",1
"Person1: I didn't mean that the way it sounded.
Person2: Well, let's just call it a compliment and move on.  Did you love teaching?",1
"Person1: Oh my god, what are you guys doing here?
Person2: What are you doing here, Melorra?
Person1: My acting workshop is across the street from here. I'm just on my break.
Person2: Well, we won't keep you.
Person1: I love this place... it's so - you know, ""funky.""",0
"Person1: You just relax. Nobody's killin' anybody, do you hear?
Person2: No, I really do. I think he's gonna kill me.
Person1: You just relax, and call me back here in exactly an hour, on this phone, and I'll see what I can do.
Person2: Yeah, uh-huh... Okay.",0
"Person1: I just wanna get out of here.
Person2: And don't forget to tell your friends what happens if they mess around in here. You understand?
Person1: I'm sorry. I made a bad mistake.
Person2: You're right, you made a bad mistake. 'Cause if you come back here - we catch either one of you - we're gonna break your heads and you won't walk out of here. You see that saw?  We're gonna use it. You don't mess around in this place. You got it?
Person1: Yeah.
Person2: Get out of here.
Person1: Thank you.",1
"Person1: Anyway, I thought...while I'm gone...maybe I'll hire in some help.
Person2: For what?
Person1: Just a babysitter -- I mean...you're working...
Person2: I can take them to work with me -- I can shift things around --
Person1: You don't need to.  I don't expect you to handle them yourself.
Person2: Can't handle them myself is what you mean.  Can't.",1
"Person1: Is that really what you want?
Person2: I want to stop taking those pills.
Person1: I wish you wouldn't.
Person2: They do something to me.  It's hard to think straight.
Person1: I think they help.
Person2: I have consciousness, but I am not mortal.  Don't you see why I'm going crazy?
Person1: You have to remember that I love you, that's all that matters --
Person2: I can't --
Person1: It put you here.  I'll admit it, it acted like a God and put you here, put you into my consciousness.  I was asleep, and it put you into my dream.  I saw your mouth.  And there you were.  Whether you've been sent here to make me happy or punish me, it doesn't matter.  The decision we make now is all that matters.  Stay with me.
Person2: Am I really her?
Person1: I don't know anymore.  All I see is you.",1
"Person1: What happend, what's going on?
Person2: NOTHING. NOTHING HAPPEND. GO AWAY.
Person1: Don't tell me to go away, Stanley. I am the Co-ordinator in this show and you will answer the questions that I ask, you understand?",1
"Person1: I have waited for you, my son, for a long time. I have sat in this room and seen the faces of newcomers. I have looked into their eyes and heard their voices - always in hope that I might find you . My friend, it is not an arduous task that I bequeath, for our order knows only silken bonds. To be gentle and patient, to care for the riches of the mind, to preside in wisdom, while the storm rages without.
Person2: Do you think this will come in my time?",0
"Person1: You know they say the brain confuses fear for passion.
Person2: Excuse me?
Person1: When you get scared, the brain releases a chemical, same chemical it releases when somebody's...  in high school, the thing to do was to take the girl to a scary movie.
Person2: What are you talking about?
Person1: I'm saying between the moonlight, a beautiful lake and a monster that bites heads off... you look good.
Person2: Gee, that was so poetic, Jack.  I'm all moist.
Person1: Forgive me for trying to be nice.
Person2: Nice?  Nice would be ""you look pretty,"" nice is not some man- eating monster has tricked my brain into making you look good.
Person1: I didn't say it like that.
Person2: You did, you--
Person1: I was trying to pay you a compliment, I was guising it as science 'cause I know you're comfortable in that arena. Science.
Person2: A man just died, you're hitting on me with science.
Person1: Just forget it.",1
"Person1: Dr. Lecter, you find out everything. You couldn't have talked with this ""William Rubin"", even once, and come out knowing so little about him... You made him up, didn't you?
Person2: Clarice... you're hardly in a position to accuse me of lying.
Person1: I think you were telling me the truth in Baltimore - or starting to. Tell me the rest now.
Person2: I've studied the case file, have you...? Everything you need to find him is right in these pages. Whatever his name is.
Person1: Then tell me how.
Person2: First principles, Clarice. Simplicity. Read Marcus Aurelius. Of each particular thing, ask what is it, in itself, what is its nature...? What does he do, this man you seek?
Person1: He kills w-
Person2: No! That's incidental.",1
"Person1: So far so good. We'll need more pictures. Why don't you take them on a field trip tomorrow.
Person2: And...?
Person1: And, take some more pictures.
Person2: Wow, you are smart.
Person1: And you are great in bed.",0
"Person1: You cannot hide forever, Luke.
Person2: I will not fight you.
Person1: Give yourself to the dark side. It is the only way you can save your friends. Yes, your thoughts betray you. Your feelings for them are strong. Especially for...",1
"Person1: Confused?
Person2: Yeah, you know, probably one of these fast-talking career gals, thinks she's one of the boys. Probably is one of the boys, if you know what I mean.
Person1: I'm quite sure I don't know what you mean.
Person2: Yeah, you know. Suffers from one of these complexes they have nowadays. Seems pretty obvious, doesn't it? She's probably very unattractive and bitter about it.
Person1: Oh, is that it!
Person2: Yeah, you know. Probably dresses in men's clothing, swaps drinks with the guys at the local watering hole, and hobnobs with some smooth talking heel in the newsroom named Biff or Smoocher or...
Person1: Smitty.
Person2: Exactly. And I bet she's ugly. Real ugly. Otherwise, why wouldn't they print her picture next to her byline?
Person1: Maybe she puts her work ahead of her personal appearance.
Person2: I bet that's exactly what she tells herself! But you and I both know she's just a dried-up bitter old maid. Say, how about you and I grab a little dinner and a show after work? I was thinking maybe The King and I --",1
"Person1: Lenore -- you promised you'd follow instructions.  We're almost there.  Simply get out when they slide the van open and walk to me.
Person2: I'm not leaving my daughter behind.  Not with them.
Person1: She's next.  In two or three more minutes she'll be free.
Person2: I can't do it.
Person1: Don't start thinking about it.  Is the tape off?
Person2: Yes.
Person1: Can you walk?
Person2: Yes.  But I want Rachel to come with me.
Person1: They won't allow that.  It's one at a time.  And you have to be first.
Person2: Why can't it be her?
Person1: She's a child.  She might panic. She doesn't know me.  She might not come to me.  She might just run.
Person2: All right.  Now that you explain it I see that you're right.
Person1: Once you're in the car with me she's sure to come to us.
Person2: I'm sorry.  You've thought this out better than I ever could.  I'm ready now.",1
"Person1: So maybe we got enough for one ticket. Darn!
Person2: Waitaminit, dudes! I got it! We find four really small kids, beat the shit outta them and steal their tickets. What do you think?
Person1: Brilliance, Trip. Sheer brilliance. Give Albert Einstein here the Nobel Prize.",0
"Person1: Look, there's no reason you and I shouldn't get along. Forget all the bullshit from before - I don't even remember how it started. You took a swing at me over some thing, whatever it was - forget it. You owe me some money, right? Forget that too. But, you don't say a word about this to anybody. It's strictly between you and me, right?
Person2: Whatever you want, Ray.",1
"Person1: Sal, if you want me to deliver any faster, get me a jet rocket or something, cuz I can't run with pizzas, all the cheese ends up on one side and shit.
Person2: I didn't say nuthin'.  You must have a guilty conscience.  What are you guilty of?
Person1: I'm not guilty of nuthin'.
Person2: You must be guilty of something or you would have never come in saying the things you said.
Person1: C'mon, Sal.
Person2: Where we goin'?",1
"Person1: This isn't happening.
Person2: Your capacity for self-delusion is remarkable, Dr. Singer.",0
"Person1: I'm happy for all of us.  It's just we have a great responsibility now. The pressure is on.
Person2: Pressure?  DeLa, you don't know what the hell real pressure is. SHEEETT!!!  This is lightstuff. Now when you scramblin' out on the street in da January winter and the hawk is talkin' to you with NO money and NO prospects of money anytime soon, now that there is some pressure.
Person1: I didn't mean it to sound like that.",1
"Person1: Where are you going?!
Person2: Paris.  There is still much to do. We'll be back soon.  Be ready.
Person1: But Aramis -- !  Phillippe can learn in time, but --
Person2: He can learn to be Phillippe in time.  But first he must learn to be Louis, and for that he has two more days.
Person1: What you're asking is impossible!
Person2: I offer you the perfect revolution. A revolution without bloodshed, without any loss of life, even without treason, for he too is the son of the King.
Person1: But --
Person2: You said you'd do anything, Athos, anything to replace this King.  So do it.",1
"Person1: You bitch!  You were in on it froom the start!
Person2: Shut up!  The both of you.  Ain't neither one of you too smart. Especially you, boy.  Don't you think I had my eye on you since first you rolled into town?  You smell like trouble.  Stink of it like a ripe cesspool.
Person1: I didn't do anything.
Person2: Killing Jake McKenna's got to amount to something.  He wasn't much of a man, but that don't give you the right to murder him.  And don't tell me you didn't, 'cause I know you did.  I was there.  Like I said; I been watching you.",1
"Person1: No -- he's lying.
Person2: How's it supposed to work Rebecca? You and Paley celebrate your victory. You get me over here and provoke a fight so he has to rush in and save you -- but then he's given himself away as your accomplice -- now he has to kill me.  After that I figure she'll tell the Police that you broke in.  That you were crazed because we humiliated you in court?
Person1: Don't listen to him.  Can't you see he's trying to turn you against me.",0
"Person1: Feeling better, Oz?
Person2: I'm such a loser.
Person1: That's the spirit.",0
"Person1: You rock, Max.  You... Rock...
Person2: Easy Sketchy.
Person1: No, I'm serious.  That psycho got exactly what she deserved... Yes.
Person2: Lydia may not have been one of humanity's finer specimens but--
Person1: She's toxic...monster in bed, but toxic.
Person2: You would be making a mistake to come away from this thinking she's the villain in the piece... You are.
Person1: She was the one--
Person2: None of this would've happened if you had exercised even a smidgen of good judgement or self-restraint, which you didn't.
Person1: True, but--
Person2: You were trying to have it both ways and you were being completely selfish.  And if I ever find out you're going out the back door on Natalie again, you're the one who's gonna be hanging by your ankles three stories up.  Understand?
Person1: Okay, okay, okay--
Person2: Say the words, ""I understand.""",1
"Person1: Why did you leave the party so early last night?
Person2: It's complicated.
Person1: Did something happen with Mike? I saw you two arguing.
Person2: I don’t want to talk about this here. Let's discuss it at home.
Person1: Okay, just let me know when you're ready.",1
"Person1: John?  John where are you going?
Person2: I think this heat is making me crazy.  I was crazy to come back here, I'm crazy for listening to anyone in this town, and I'd sure as hell be crazy if I spent another minute in this place.
Person1: John, please--
Person2: I don't know what I was thinking, but I can't do it.
Person1: What are you talking about?
Person2: Kill someone.  I can't do it.
Person1: Is it so bad?  It would be quick. He wouldn't even have to feel it.",1
"Person1: You see, Karl, growing up, only knew that sex was wrong and that people who did it should be killed for it. He couldn't really read but, well, neither could his mother. But, his father made sure that his mother knew what the Bible said. And she made sure Karl knew. You know he slept in a hole in the ground under a toolshed, right?
Person2: I knew he slept in a toolshed.
Person1: His mother told him that he was their punishment. Hers and his father's; from God, for having sex--
Person2: Before they were married?
Person1: I don't think so. Just period, I think. She told him... God gave them the ugliest creation he could think of. Karl has an entire book -- a notebook. On every page it says ""Franklin Chapter 1 Verse number 1."" He wrote that a few years ago after he'd learned to write. His father's name was Franklin.
Person2: That's really strange. What does it mean?
Person1: One of his Daddy's Bible lessons I imagine. Y'all pull up a chair. I'll go out and talk to him.",0
"Person1: You killed them.
Person2: It was only a matter of time before somebody killed somebody.  You saw it coming as well as I did. Dodge had his plans, starting with scuttling the boat. And Greer too, except he went nuts. Couldn't take it, I guess. Could've happened in the middle of downtown Anchorage. But did it make him any less dangerous? I don't think so.
Person1: So you killed them?
Person2: The way I figure it, it was them or me. I thought putting Dodge up on that pipe was a nice touch? Bought a little time. Made it look like whoever killed those Greeks was still around. But it's just us on this ship. Us and your... spirit friends.
Person1: And now you're gonna kill me, is that it?
Person2: I didn't want it to turn out this way.
Person1: Murphy, don't you see what's happening?
Person2: I think I see it pretty well.
Person1: It's the ship. The ship's making you think this way.
Person2: I know a little bit about human nature and what I've seen only confirms that.
Person1: It's a trap. There was no way we were gonna get away with that gold. Nobody ever does. It's just the bait. This ship sucks people in and it never lets them out.
Person2: I think maybe you been on this boat a little too long, with all that supernatural mumbo jumbo. There's nothing supernatural about greed. And that's what it comes down to, pure and simple.
Person1: I don't give a damn about the gold.
Person2: I wish I could believe that. Either way, you know what I've done. I've got no choice.",1
"Person1: I've got a present. Shut your eyes. Keep 'em closed. I know you're going to love them.
Person2: Little - couldn't be an automobile, could it?  Well, well! Ain't that nice!",0
"Person1: Captain, I've been observing the nurses on your shift. But naturally your own opinion is more informed than mine.
Person2: I'm glad you feel that way, Major, because you see it's a team effort... doctors, nurses, enlisted men... and I feel responsible for my whole team, and I want you to know I'm satisfied with them.
Person1: All of them?
Person2: That's right. We work well together.
Person1: Major Burns is far from satisfied.
Person2: That don't surprise me. If you're a good observer, you must have observed by now that Frank Burns is a jerk.
Person1: On the contrary, I've observed he's not only a good technical surgeon, he's a good military surgeon. And that includes how a man dresses and how he bears himself and his sense of what it means to be an officer in the United States Army.
Person2: And his track record, that don't count? Look, honey, when you watch the two shifts try to notice which one does the most work with the least fuss.
Person1: I've noticed that both nurses and enlisted men address you as 'Hawkeye.'
Person2: It's my name. Maybe that sounds silly to you but...
Person1: That kind of familiarity is inconsistent with maximum efficiency in a military organization.
Person2: Okay, Major, honey.  I'm going to have a couple shots scotch and go to bed. I'd normally ask you to join me but obviously you're a female version of the routine Regular Army clown. And that turns me off, so just leave my outfit alone and we'll get along fine.  See you around the campus.
Person1: I wonder how a degenerated person like you could have reached a position of responsibility in the Army Medical Corps.
Person2: Sister, if I knew the answer to that I sure as hell wouldn't be here.",1
"Person1: Why, Buddy, shut your mouth! What an awful thing to say, and where did you get any such idea as that, anyhow?
Person2: I'm curious to see what it's like. I'm very curious, Rose.
Person1: Well, now that is just too bad! Curiosity killed the cat.
Person2: Yeah, but satisfaction brought him back. Can I?
Person1: No! You ought to be ashamed of yourself astin' such a nasty things a child your age!
Person2: Can't I touch it a little, Rose -- not a lot, just a little?
Person1: Of course you can't! I'm... I'm shocked at you, Buddy, real shocked! Now you be quiet or I'm going back to my own bed!
Person2: Please, Rose. I'm curious, that's all, I have a natural curiosity, it's only human. You're my friend, aren't you? Don't you like me?  I like you, Rose, a lot -- in fact, I love you.
Person1: Well, you're sweet, but you don't really love me.
Person2: Yes, I do. Please, Rose, be a good sport.
Person1: Buddy, you're just a child.
Person2: I'm thirteen. And I have a natural curiosity. It's only nature, Rose, that's all. Now what's wrong with nature, huh?
Person1: Well, nothin'.",1
